entity_id,wikidata_id,name,description,types,aliases
14585,Q728542,Ring Lardner Jr.,American screenwriter (1915–2000),Q5,Ring Lardner
14586,Q72856,Rudolf Kirchschläger,"Austrian diplomat, politician, judge, and eighth President of Austria (1915–2000)",Q5,Rudolf Kirchschlager
14587,Q7286,Émilie du Châtelet,"French mathematician, physicist, and author (1706-1749)",Q5,"Emilie du Chatelet, Émilie Le Tonnelier de Breteuil, marquise du Châtelet, Gabrielle-Emilie de Breteuil Marchioness du Chatelet, Gabrielle-Emilie du Châtelet-Lomont, Gabrielle-Émilie Le Tonnelier de Breteuil du Châtelet, Marquise de Châtelet, Marquise de Du Châtelet"
14588,Q728615,Irving Howe,"American writer, literary and social critic and socialist activist (1920–1993)",Q5,
14589,Q72867,Craig Ferguson,British actor,Q5,
14590,Q728711,Playboy Playmate,female model featured in a centerfold of Playboy magazine,Q1986639|Q2658935|Q12737077,"Playmate, Playboy model"
14591,Q72893,Klaus Löwitsch,German actor (1936–2002),Q5,
14592,Q728959,Yvor Winters,American poet and literary critic (1900–1968),Q5,Arthur Yvor Winters
14593,Q728991,Caspar Barlaeus,Dutch polymath (1584-1648),Q5,"Caspar van Baerle, C. Barlaeus, Gaspard van Baerle, Gaspard van Barlaeus, Kaspar van Baerle"
14594,Q729048,Olavo de Carvalho,"Brazilian journalist, writer, astrologer, essayist, polemicist, digital influencer and ideologue (1947-2022)",Q5,Olavo Luiz Pimentel de Carvalho
14595,Q72908,Mildred Harnack,"American-German literary historian, professor, translator; Resistance fighter and anti-Nazi activist, who was executed during WWII in Germany",Q5,"Mildred Elizabeth Fish, Mildred Elizabeth Fish-Harnack, Mildred Elizabeth Harnack, Mildred Elizabeth Harnack-Fish, Mildred Fish, Mildred Fish-Harnack, Mildred Harnack-Fish"
14596,Q729115,Thanos Mikroutsikos,Greek composer and politician (1947–2019),Q5,Mikroutsikos Thanos
14597,Q729117,Edmund White,American novelist and LGBT essayist (1940–2025),Q5,Edmund Valentine White III
14598,Q72913,Helene Stöcker,"German feminist, pacifist and gender activist (1869–1943)",Q5,
14599,Q72916,Hermann Giesler,German architect (1898-1987),Q5,
14600,Q72925,She's the Man,2006 film by Andy Fickman,Q11424,
14601,Q72932,Johann Viktor Bredt,Weimar era justice minister (1879-1940),Q5,
14602,Q72938,Tibor Déry,Hungarian writer (1894–1977),Q5,Tibor Dery
14603,Q7294,Johannes Brahms,German composer (1833–1897),Q5,"Brahms, J. Brahms, Marks, G. W."
14604,Q729541,Frances Brooke,"English novelist, essayist, playwright and translator (1724-1789)",Q5,"Frances Moore Brooke, Mary Singleton, spinster"
14605,Q729590,Fontana Records,record label; imprint of N.V. Philips Phonografische Industrie,Q18127,"Fontana, LC 0211"
14606,Q72962,Reservoir Dogs,1992 film by Quentin Tarantino,Q11424,
14607,Q729661,Jerome Wiesner,American academic engineer (1915-1994),Q5,"Jerome B. Wiesner, Jerome Bert Wiesner"
14608,Q729697,Smokey Hogg,American post-war Texas and country blues musician,Q5,"Andrew ""Smokey"" Hogg"
14609,Q72971,Heinrich Brandler,German politician (1881-1967),Q5,
14610,Q72984,Bing Crosby,American singer and actor (1903–1977),Q5,Harry Lillis Crosby
14611,Q730,Suriname,country in South America,Q6256|Q3624078|Q116052725,"sr, Surinam, Dutch Guiana, Republic of Surinam, Republic of Suriname, Surrinam"
14612,Q73007,Cheech Marin,American actor,Q5,Richard Anthony Marin
14613,Q730082,Issei Noro,Japanese jazz fusion guitarist (born 1957),Q5,Noro Issei
14614,Q73013,Peter Crüger,German astronomer and mathematician (1580-1639),Q5,
14615,Q730158,The Human League,English synth-pop band,Q215380,"The Men, Human League, The League Unlimited Orchestra"
14616,Q7301731,Rebecca Elson,Canadian astronomer and writer (1960–1999),Q5,"Becky Elson, Rebecca A W Elson, Rebecca Anne Wood Elson"
14617,Q730190,Chris Harman,British journalist and political activist (1942-2009),Q5,
14618,Q7302,George Frideric Handel,German-British Baroque composer (1685–1759),Q5,"Handel, G. F. Handel, Händel, George Frederick Handel, G. F. Händel, Georg Friedrich Händel, George Frideric"
14619,Q730242,test pilot,aviator who flies new or modified aircraft to evaluate and certify its performance in test flights,Q28640|Q4164871,
14620,Q730261,Fredro Starr,American rapper and actor,Q5,"Magic, Never, Firestarr, Dro Starr, Fred Lee Scruggs Jr., Kool Fredro, Mickey Billy"
14621,Q73028,Underclassman,2005 film by Marcos Siega,Q11424,
14622,Q73033,Hans Massaquoi,American journalist and author (1926–2013),Q5,"Hans J. Massaquoi, Hans-Jürgen Massaquoi"
14623,Q7304,Gustav Mahler,Austrian late-Romantic composer (1860–1911),Q5,"Mahler, Gustave Mahler"
14624,Q73063,Bernhard von Lindenau,"German astronomer, lawyer and politician",Q5,"Bernhard August Freiherr von Lindenau, Bernhard August von Lindenau"
14625,Q73089,Gene Kelly,"American dancer, actor, singer, director and choreographer (1912–1996)",Q5,"Eugene Kelly, Eugene Curran Kelly"
14626,Q73094,The Queen's College,college of the University of Oxford,Q708676|Q2581649|Q19844914,"Queen's College, Queen's College, Oxford, Queens College, Oxford, The Provost and Scholars of The Queen’s College in the University of Oxford"
14627,Q73096,Carl Joseph Anton Mittermaier,German jurist (1787-1867),Q5,
14628,Q731007,Gurf Morlix,American musician,Q5,
14629,Q7311,Giacomo Puccini,Italian opera composer (1858–1924),Q5,"Puccini, Giacomo Puccini, Giaccomo Puccini, Giacomo Antonio Domenico Michele Secondo Maria Puccini, Giacomo Puccini (1858 - 1924), Giacomo Puccini (1858-1924)"
14630,Q731108,Giovanni Battista Alberto Pirelli,Italian mathematician and engineer (1848-1932),Q5,
14631,Q731139,Alexander Werth,"Russian-born British writer, journalist, and war correspondent (1901-1969)",Q5,
14632,Q731195,Leonard Maltin,"American film critic, writer, and historian",Q5,Leonard Michael Maltin
14633,Q731254,James Cotton,American blues singer-songwriter (1935–2017),Q5,
14634,Q73132,Andy Irvine,Irish folk musician and singer-songwriter,Q5,"Andrew Irvine, Andrew Kennedy Irvine"
14635,Q7313843,Renée Green,"American artist, writer, filmmaker (born 1959)",Q5,Renee Green
14636,Q7314,Igor Stravinsky,Russian composer (1882–1971),Q5,"Stravinsky, I. Strawinsky, Igor Fedorovich Stravinsky, Igor Feodorovich Stravinsky, Igor Fyodorovich Stravinsky, Igor Stravinski, Igor Stravinskii, Igor Strawinski, Igor Strawinskij, Igor Strawinsky, Jgor Strawinsky"
14637,Q7315,Pyotr Ilyich Tchaikovsky,Russian composer (1840–1893),Q5,"Tchaikovsky, Chaikovsky, Tschaikowski, Pyotr Tchaikovsky, Chajkovskij, Peter Ilich Tchaikovsky, Peter Tchaikovsky, Piotr Ilyitch Tchaikovsky, Pyotr Il'ich Chaikovskiy, Pyotr Il'yich Tchaikovsky, Tschaikowsky"
14638,Q7317,Giuseppe Verdi,Italian opera composer (1813–1901),Q5,"Verdi, Giuseppe Fortunino Francesco Verdi"
14639,Q73176,Anne Enright,Irish writer (born 1962),Q5,Anne Teresa Enright
14640,Q7318,Nazi Germany,Germany from 1933 to 1945 while under control of the Nazi Party,Q3024240,"Third Reich, German Reich, Greater German Reich, Hitler's Third Reich, Thousand-Year Reich"
14641,Q731829,Christiaan Snouck,Dutch orientalist (1857–1936),Q5,"Snouck Hurgronje, C. Snouck Hurgronje, Christiaan Snouck Hurgronje, Christian Snouck Hurgronje"
14642,Q73195,Wolfgang Langhoff,German actor and director (1901-1966),Q5,
14643,Q731958,John Butler,"Australian American musician, songwriter, record label owner and producer",Q5,"John Charles Butler, John Charles Wiltshire-Butler"
14644,Q7320,Nazi Party,former far-right political party in Germany active between 1920 and 1945,Q2023214|Q15811108|Q40482169,"National Socialist German Workers' Party, National Socialists, Nationalsozialistische Deutsche Arbeiterpartei"
14645,Q732055,Steve Khan,American musician,Q5,
14646,Q73213,Edzard Schmidt-Jortzig,German politician,Q5,
14647,Q732142,Mikhail Fridman,"Russian–Israeli businessman, billionaire, and oligarch",Q5,Mikhail Maratovich Fridman
14648,Q732434,Mulk Raj Anand,Indian English writer (1905–2004),Q5,"Mulk Radzh Anand, Mulk Rāj Āṉant, Mulk-raj Anand, Mulkraj Anand, Mulkrāj Āṉant, Muluk Chand Anand"
14649,Q7325,Jewish people,ethnoreligious group and nation from the Levant,Q6266|Q2472587|Q11197007,"Jew, Jews, Jewish, Jewish community, Jewry, The Jews, Jewish person, Jewish nation, The Jewish people"
14650,Q732503,Sony Music Entertainment Japan,Japanese entertainment conglomerate,Q18127|Q2442401|Q4830453,"SME, SMEJ, Sony Music Entertainment (Japan) Inc., Sony Music Japan, SME Japan, SonyMusic Entertainment Japan, SonyMusic Japan"
14651,Q732513,Jô Soares,Brazilian comedian and writer,Q5,Jo Soares
14652,Q7327,Yuri Gagarin,"Soviet pilot and cosmonaut, first human in space (1934–1968)",Q5,"Yuriy Gagarin, Yury Gagarin, Yuri Alekseyevich Gagarin, Yuri Alexeyevich Gagarin, Yuriy Alekseyevich Gagarin, Yuriy Alexeyevich Gagarin, Yury Alekseyevich Gagarin, Yury Alexeyevich Gagarin"
14653,Q7327064,Richard Keynes,British physiologist (1919–2010),Q5,"Richard D. Keynes, Richard Darwin Keynes"
14654,Q732980,Hubert Aquin,Canadian writer (1929–1977),Q5,
14655,Q733,Paraguay,sovereign state in South America,Q6256|Q3624078,"Heart of South America, Republic of Paraguay"
14656,Q733174,Léon Werth,French writer (1878–1955),Q5,Leon Werth
14657,Q733373,Chuck D,American rapper,Q5,"Carl Ryder, Carlton Douglas Ridenhour, Mista Chuck"
14658,Q733392,Filippo Turati,Italian politician and journalist (1857-1932),Q5,
14659,Q73357,Hermann Oncken,German historian (1869-1945),Q5,"Hermann Gerhardt Karl Oncken, Karl Hermann Gerhard Oncken"
14660,Q7336,Otto Heinrich Frank,father of Holocaust diarist Anne Frank (1889–1980),Q5,Otto H. Frank
14661,Q733611,Floyd Dixon,American rhythm and blues pianist and singer (1929-2006),Q5,
14662,Q73362,Benjamin Bratt,American actor and producer,Q5,"Benjamin G. Bratt, Benjamin George Bratt"
14663,Q733640,Jacob Israël de Haan,"Dutch lawyer, legal scholar, diplomat, journalist, novelist and poet, assassinated by the Haganah (1881-1924)",Q5,J.I. de Haan
14664,Q733720,Michael Fried,American art critic,Q5,Michael Martin Fried
14665,Q733786,monk,member of a monastic religious order,Q63187345,monks
14666,Q733850,Allen Drury,American novelist (1918-1998),Q5,
14667,Q734,Guyana,country in South America,Q6256|Q3624078,"GUY, gy, Co-operative Republic of Guyana, Republic of Guyana"
14668,Q73410,Q'orianka Kilcher,American actress,Q5,
14669,Q73416,Jimmy Smits,American actor (born 1955),Q5,
14670,Q7343182,Robert Crawford,"Scottish poet, scholar and critic",Q5,
14671,Q73432,Karl Ernst Adolf von Hoff,German scientist (1771-1837),Q5,
14672,Q73437,Billy Idol,English singer,Q5,"William M. A. Broad, William Michael Albert Broad"
14673,Q734436,"William Christian Bullitt, Jr.",American diplomat (1891–1967),Q5,"William C. Bullitt, Jr."
14674,Q7345,Dan Brown,American novelist,Q5,"Dan Gerhard Brown, Daniel Gerhard Brown"
14675,Q734564,Shamsur Rahman,"Bangladeshi poet, writer, journalist (1929–2006)",Q5,
14676,Q734574,Dilip Kumar Roy,"Indian musician, musicologist, novelist, poet and essayist (1897–1980)",Q5,
14677,Q7346,John Coltrane,American jazz saxophonist (1926–1967),Q5,"Trane, John William Coltrane, St. John Will-I-Am Coltrane"
14678,Q73463,Miguel,American R&B singer,Q5,"Miguel Jontel Pimentel, Miguel Pimentel"
14679,Q73482,Carl Joachim Classen,German classical philologist (1928-2013),Q5,
14680,Q7349,Joseph Haydn,Austrian composer (1732–1809),Q5,"Haydn, Franz Joseph Haydn, Franciscus Joseph Haydn, Franciscus Josephus Haydn"
14681,Q73506,Roddy Doyle,Irish author,Q5,"Ruaidhri O Duill, Ruaidhrí Ó Dúill"
14682,Q7351,Robert Schumann,"German composer, pianist and critic (1810–1856)",Q5,"Robert Alexander Schumann, Robert Kurt Schumann"
14683,Q735283,Sergio Romano,"Italian writer, journalist and historian",Q5,
14684,Q735399,Yusuf Akçura,Turkish historian and writer (1876–1935),Q5,"Yusuf Akcura, Akçura, Yusuf"
14685,Q735539,Kâzım Koyuncu,Turkish singer (1971–2005),Q5,Kazım Koyuncu
14686,Q735560,Imre Ungár,pianist (1909-1972),Q5,"Imre Ungar, UNGAR Imre, UNGÁR Imre"
14687,Q73581,Ernst Goldenbaum,German politician (1898-1990),Q5,
14688,Q736,Ecuador,sovereign state in South America,Q6256|Q3624078,"Republic of Ecuador, Republic of the Equator, The Ecuadorian State, Republic of Equator"
14689,Q736099,Renato Carosone,"Italian musician; band leader, pianist, singer (1920–2001)",Q5,Renato Carusone
14690,Q73612,Fiona Shaw,Irish actress (born 1958),Q5,"Fiona Wilson, Fiona Mary Shaw, Fiona Mary Wilson"
14691,Q736143,James Sallis,American writer,Q5,
14692,Q7361618,Roman Catholic,"term sometimes used to differentiate members of the Catholic Church in full communion with the pope in Rome from other Christians who also self-identify as ""Catholic""",Q4392985|Q111252415,"Latin Catholic, Roman Catholic (term), Roman Catholic person"
14693,Q73646,Thorstein Veblen,American economist and sociologist (1857–1929),Q5,Thorstein Bunde Veblen
14694,Q73651,Double Jeopardy,1999 film directed by Bruce Beresford,Q11424,
14695,Q736674,University of Colorado Boulder,"public university in Boulder, Colorado, USA and flagship of the University of Colorado System",Q875538|Q15936437|Q23002039,"Boulder, Colorado, Buffalos, Buffaloes, UCB, CU, Colo, University of Colorado, U of Colorado, CUB, Buffs, C.U. Boulder, Colorado University, colorado.edu, CU at Boulder, CU Boulder, CU-Boulder, Golden Buffs, U of CO, U of Colo, U.C.B., UC Boulder, Univ of CO, Univ of Colo, Univ of Colorado, University of CO, University of Colo, University of Colorado at Boulder, University of Colorado, Boulder"
14696,Q736847,Lajos Kassák,"Hungarian artist, poet, writer, politician (1887-1967)",Q5,"Lajos Kassak, Laĭosh Kashshak, Lajos Kassʹak, Louis Kassak, Ludwig Kassak, Ludwig Kassák"
14697,Q7374,Alfred Hitchcock,British filmmaker (1899–1980),Q5,"Hitchcock, Master of Suspense, Alfred J. Hitchcock, Alfred Joseph Hitchcock, Sir Alfred Hitchcock, Sir Alfred J. Hitchcock, Sir Alfred Joseph Hitchcock, The Master of Suspense"
14698,Q737463,Dmitry Rogozin,Russian politician,Q5,"Dmitri O. Rogozin, Dmitry Olegovich Rogozin"
14699,Q737486,Tõnu Õnnepalu,Estonian poet and author (born 1962),Q5,
14700,Q737570,Jeff Noon,British writer,Q5,
14701,Q737626,Genrich Altshuller,Soviet inventor and writer (1926–1998),Q5,Genrikh Saulovich Altshuller
14702,Q73768,Marius Goring,British actor (1912–1998),Q5,Marius Re Goring
14703,Q737835,University of Tehran,"university in Tehran, Iranian national heritage site",Q209465|Q875538|Q2065736,"UT, Teheran University, Tehran University, University of Teheran"
14704,Q73784,Hans Dominik,"German science fiction author, journalist, engineer (1872–1945)",Q5,Hans Joachim Dominik
14705,Q737845,Sabri Godo,"Albanian writer, activist and politician (1929-2011)",Q5,
14706,Q737922,Yuri Polyakov,Russian journalist and writer,Q5,Yuri Mikhailovich Polyakov
14707,Q738029,Bill Ayers,professor and activist,Q5,"William Charles ""Bill"" Ayers, William Charles Ayers"
14708,Q738125,Éric Werner,"Swiss philosopher, journalist and essayist",Q5,Eric Werner
14709,Q738196,Masoumeh Ebtekar,"Iranian politician, spokeswoman during the 1979–1981 Iran hostage crisis",Q5,Massoumeh Ebtekar
14710,Q738258,University of Miami,"private university in Coral Gables, Florida, United States",Q3918|Q23002054,"UM, The U, U of M, U Miami (FL)"
14711,Q738566,Peyo Yavorov,Bulgarian poet (1878–1914),Q5,"Peyo K. Yavorov, Peyo Totev Kracholov"
14712,Q738617,Ivan Knunyants,Soviet chemist (1906–1990),Q5,"Ivan Lyudvigovich Knunyants, Knunyants, Ivan Lyudvigovich"
14713,Q738765,Murat Belge,"Turkish intellectual, academic, translator, literary critic, columnist, civil rights activist, and tour guide",Q5,
14714,Q73890,Charles-Frédéric Reinhard,French politician (1761-1837),Q5,Charles-Frederic Reinhard
14715,Q73892,Michael Bernays,German philologist (1834-1897),Q5,
14716,Q738978,Kees Schouhamer Immink,"Dutch electrical engineer, physicist, inventor and university teacher (born 1946)",Q5,
14717,Q739,Colombia,sovereign state in South America,Q6256|Q7270|Q859563|Q3624078,"CO, COL, Colombiá, ISO 3166-1:CO, Republic of Colombia, The Republic of Colombia"
14718,Q73918,Gunther O. Hofmann,"German surgeon, biophysicist and professor",Q5,
14719,Q73924,Gerhard Jahn,German politician (1927-1998),Q5,
14720,Q73930,Lochlyn Munro,Canadian actor (born 1966),Q5,"Richard Laughlain ""Lochlyn"" Munro, Richard Laughlin Munro,"
14721,Q73938,Johann Georg Kohl,German geographer (1808–1878),Q5,
14722,Q73951,Heinz Riesenhuber,German politician (CDU),Q5,Heinz Friedrich Ruppert Riesenhuber
14723,Q73959,Fritz Schäffer,German politician (1888-1967),Q5,
14724,Q739627,Pennsylvania State University,"public university in Pennsylvania, United States",Q62078547,"PSU, Penn State, Penn State University, PennState, Pennsylvania agricultural college, Pennsylvania State University, State College, Pennsylvania State University, University Park, psu.edu"
14725,Q73975,Hans Blum,German journalist (1841–1910),Q5,Johann Georg Max Hans Blum
14726,Q739915,Fran Healy,Scottish singer and songwriter,Q5,
14727,Q73993,Heinrich Waentig,German politician and economist (1870–1943),Q5,Heinrich Eugen Waentig
14728,Q740036,Genesis P-Orridge,"British artist, musician and writer (1950–2020)",Q5,"Breyer P-Orridge, Genesis Breyer P-Orridge, Genesis P- Orridge"
14729,Q740181,Karel Sabina,"Czech writer, poet, journalist, philosopher, translator, literary critic and politician (1813–1877)",Q5,Karl Sabina
14730,Q740308,UNICEF,specialised agency of the United Nations,Q15285626,"United Nations Children's Fund, ICEF International Children's Emergency Fund, International Children's Emergency Fund, United Nations Children's Fund (UNICEF)"
14731,Q740378,Elizaveta Polonskaya,Soviet writer (1890–1969),Q5,"Elizaveta Grigorevna Polonskaya, Elizaveta Movshenson, Yelizaveta Grigoryevna Movshenson, Yelizaveta Grigoryevna Polonskaya, Yelizaveta Movshenson, Yelizaveta Polonskaya"
14732,Q740596,János Erdélyi,"Hungarian lawyer, poet, critic, esthete, collector of folk poetry a educator (1814–1868)",Q5,Janos Erdelyi
14733,Q74062,Adolph Hausrath,German theologian (1837-1909),Q5,Adolf Hausrath
14734,Q740631,Jon Michelet,Norwegian author (1944-2018),Q5,
14735,Q740657,Leslie Stephen,English writer and mountaineer (1832–1904),Q5,Sir Leslie Stephen
14736,Q7407,Andre Agassi,American tennis player (born 1970),Q5,Andre Kirk Agassi
14737,Q741058,William Gibbs McAdoo,American politician (1863-1941),Q5,"W. G. McAdoo, William G. McAdoo, William Gibbs McAdoo, Jr."
14738,Q7411,Dutch,West Germanic language,Q33742|Q1288568,"nl, Flemish, Netherlandic, Netherlandish, ned, Dutch language, Flemish language, Nederlands, Netherlandic language, nld"
14739,Q7416,Margaret Thatcher,British stateswoman and prime minister (1925–2013),Q5,"Margaret Roberts, Baroness Thatcher, Baroness Margaret Thatcher, Baroness Thatcher of Kesteven, Lady Thatcher, Maggie Thatcher, Margaret Hilda Roberts, Margaret Hilda Thatcher, Mrs. T, Mrs. Thatcher"
14740,Q741600,Hank Williams III,American musician,Q5,"Hank3, Shelton Hank Williams"
14741,Q741605,George Washington Goethals,United States Army officer and civil engineer (1858–1928),Q5,"George W. Goethals, G. W. Goethals, George Goethals"
14742,Q74165,Sylvia-Yvonne Kaufmann,German politician,Q5,
14743,Q741783,Marian Mazur,Polish cyberneticist (1909–1983),Q5,
14744,Q741862,Massimo Bontempelli,Italian writer (1878-1960),Q5,
14745,Q742079,Michael Albert,"Economist, activist, speaker, writer",Q5,
14746,Q74227,Tom McGrath,"American voice actor, animator and film director",Q5,"Thomas McGrath, Thomas D. McGrath"
14747,Q742284,Alessandro Pavolini,Italian politician and writer (1903-1945),Q5,
14748,Q74235,Giorgio Manganelli,Italian writer (1922–1990),Q5,
14749,Q74236,Karl Geiler,"German jurist, politician (1878-1953)",Q5,Karl Hermann Friedrich Geiler
14750,Q742396,Blind Blake,American blues singer and guitarist (1896–1934),Q5,"""Blind Arthur"" Blake"
14751,Q74252,Karl Dedecius,German translator (1921-2016),Q5,
14752,Q74258,Wotan Wilke Möhring,German actor,Q5,
14753,Q742634,Augusto Righi,Italian physicist (1850-1920),Q5,
14754,Q742825,Dan Barker,American atheist activist,Q5,
14755,Q74289,Hans Joachim Sewering,German physician (1916-2010),Q5,
14756,Q743035,Gilles Perrault,French writer and journalist (1931–2023),Q5,"Gil Perrault, Jacques Peyroles, Sidney Vania"
14757,Q743051,Jon Hiseman,English drummer and sound engineer (1944-2018),Q5,
14758,Q74315,The Maltese Falcon,1931 film directed by Roy Del Ruth,Q11424,"Dangerous Female, Maltese Falcon"
14759,Q74316,Heinrich Leo,German historian and politician (1799-1878),Q5,
14760,Q743162,Tucker Carlson,American conservative political commentator (born 1969),Q5,Tucker Swanson McNear Carlson
14761,Q743535,Chelsea,area of London and former civil parish,Q1115575|Q2755753,"Chelsea, London"
14762,Q7435494,Scotch-Irish Americans,American descendants of Ulster Scots,Q41710,Ulster Scots Americans
14763,Q743597,Eduardo Rózsa-Flores,"Bolivian-Hungarian-Croatian soldier, journalist, actor, and secret agent",Q5,Eduardo Rozsa-Flores
14764,Q743642,Jimmy McCracklin,"American pianist, vocalist, and songwriter (1921-2012)",Q5,
14765,Q7439,Richard Stallman,"American software freedom activist, short story writer and computer programmer, founder of the GNU project",Q5,"Chief GNUisance, R. Stallman, Richard M. Stallman, Richard Matthew Stallman, rms, St. IGNUcius"
14766,Q744288,Thomas L. Saaty,American mathematician (1926–2017),Q5,
14767,Q74441,Helmut de Boor,German academic in older German and Old Norse studies (1891-1976),Q5,
14768,Q744566,Gilbert Achcar,Lebanese-French academic and writer,Q5,
14769,Q744689,Louis Wade Sullivan,American hematologist and Secretary of Health and Human Services,Q5,"Louis Sullivan, Doctor Louis Sullivan, Louis W. Sullivan, Louis W. Sullivan, MD"
14770,Q744738,encyclopédistes,contributors to the development of the Encyclopédie from June 1751 to December 1765,Q28640|Q2198855,encyclopedistes
14771,Q744913,aviation accident,"aviation occurrence involving serious injury, death, or destruction of aircraft",,"air accident, flight accident, aircraft accident"
14772,Q744948,New Rochelle,"city in Westchester County, State of New York, United States, suburb of NYC",Q1093829,"La Nouvelle-Rochelle, New Rochelle, New York, New Rochelle, NY"
14773,Q74512,Helma Orosz,mayor of Dresden,Q5,
14774,Q74513,Iyeoka Okoawo,American Nigerian singer,Q5,Iyeoka Ivie Okoawo
14775,Q745363,Svatopluk Čech,"Czech poet, publicist and bookwriter (1846–1908)",Q5,Svatopluk Czech
14776,Q74579,The Seventh Son,2014 film by Sergei Bodrov,Q11424,Seventh Son
14777,Q745896,Jimmie Dale Gilmore,American country singer,Q5,Jimmie Gilmore
14778,Q745967,Christ Church,constituent college of the University of Oxford in England,Q708676|Q2581649,"The House, Christ Church, Oxford, Christ Church College, Christchurch, Oxford, Oxford, Christ Church"
14779,Q746182,Egberto Gismonti,Brazilian musician and composer,Q5,Egberto Amin Gismonti
14780,Q746359,music industry,companies and individuals that create and sell music and make money off of sales,Q136653105,"recording industry, music business, music trade"
14781,Q74636,Whiteout,"2009 film by Len Wiseman, Dominic Sena, Stuart Baird",Q11424,
14782,Q74639,Friedrich Maassen,German jurist and academic (1823-1900),Q5,Friedrich Bernard Christian Maassen
14783,Q746647,Montmartre Cemetery,"cemetery located in Paris, in France",Q39614,"Cimetie`re de Montmartre, Cimetiere de Montmartre, Cimetière de Montmartre"
14784,Q74667,Paul Krüger,German jurist (1840–1926),Q5,Paul Krueger
14785,Q74688,Theodor Mundt,German author and critic (1808–1861),Q5,
14786,Q746923,Kamijo,Japanese singer,Q5,
14787,Q747,Pierre Corneille,French tragedian (1606–1684),Q5,
14788,Q747279,Mayors for Peace,international peace organization,Q484652,
14789,Q7473516,Tokyo,"special wards in the eastern part of Tokyo Metropolis in Japan, that used to form a single city",Q515|Q129319205,"City of Tokyo, Tōkyō, Eastern Tokyo"
14790,Q74745,Walther Schücking,German politician (1875-1935),Q5,"Walther Adrian Schücking, Walther Max Adrian Schücking"
14791,Q747538,Nikolay Novikov,Russian writer,Q5,Nikolay Ivanovich Novikov
14792,Q74795,Erich Brandenburg,German historian (1868–1946),Q5,Arnold Otto Erich Brandenburg
14793,Q748,Buddhism,Indian religion,Q9174|Q32090|Q49447|Q2915955|Q6957341,"Dharma, Dhamma, Bauddha Dhamma, Bauddha Dharma, Buddha Dhamma, Buddha Dharma, Buddhist religion, Dharmavinaya, Fo-chiao, Fo-Kiao, Fojiao"
14794,Q74807,Wolf Wilhelm Friedrich von Baudissin,German theologian (1847–1926),Q5,Wolf Wilhelm Friedrich Graf von Baudissin
14795,Q748222,Eugene Jolas,American translator (1894-1952),Q5,"John George Eugene Jolas, John George Eugène Jolas"
14796,Q74849,Alberto Mazzucato,Italian composer and music critic (1813–1877),Q5,
14797,Q748584,Bill Mumy,American actor,Q5,"Billy Mumy, Charles William Mumy Jr."
14798,Q74865,Pamela Wedekind,German actress (1906-1986),Q5,
14799,Q74875,Ernst Georg Ferdinand Küster,German surgeon (1839-1930),Q5,
14800,Q74958,Blood Diamond,2006 film by Edward Zwick,Q11424,
14801,Q750,Bolivia,sovereign state in South America,Q6256|Q7270|Q123480|Q3624078,"Bolivia (Plurinational State of), Plurinational State of Bolivia, Republic of Bolivia"
14802,Q7504,Irène Joliot-Curie,French scientist (1897–1956),Q5,"Irène Curie, Irene Joliot-Curie"
14803,Q75059,André Bellessort,French writer (1866–1942),Q5,"André Bellesort, Andre Bellessort"
14804,Q75079,Chris Columbus,American filmmaker (born 1958),Q5,Chris Joseph Columbus
14805,Q75089,Ernst Ehlers,German zoologist and university teacher (1835-1925),Q5,"Ehlers, E. H. Ehlers, Ehlers, Ernst Heinrich, Ernst Heinrich Ehlers"
14806,Q75116,Reinhold Pauli,German historian specializing in the history of England (1823-1882),Q5,
14807,Q751205,Giuseppe Bottai,"Italian journalist, university professor and politician (1895–1959)",Q5,
14808,Q75151,Ursula Kuczynski,German spy (1907-2000),Q5,Ruth Werner
14809,Q7516,Jonny Lee Miller,British actor,Q5,"Jonathan ""Jonny"" Lee Miller, Jonathan Lee Miller"
14810,Q751612,Bronx High School of Science,specialized high school in New York City,Q9826|Q28504941,"Bronx Science, Science High"
14811,Q75174,Charles Francis Adams Sr.,"American historical editor, politician and diplomat from Massachusetts (1807–1886)",Q5,"Charles Adams, Charles F. Adams, Charles Francis Adams, C. F. Adams"
14812,Q75177,İdil Üner,German-Turkish actress,Q5,Idil Üner
14813,Q75185,Max de Crinis,German psychiatrist (1889–1945),Q5,
14814,Q75186,Paul Verner,German politician (1911-1986),Q5,
14815,Q75209,Helene Lange,"German feminist, editor (1848-1930)",Q5,
14816,Q752129,astrophysicist,person who is occupied in astrophysics,Q28640,astro-physicist
14817,Q75220,Heinrich Bernhard Oppenheim,German politician (1819–1880),Q5,
14818,Q75237,Ferdinand Lindheimer,German-American botanist (1801-1879),Q5,"Lindheimer, F. J. Lindheimer, F. Lindheimer, Ferdinand Jacob Lindheimer, Ferdinand Jakob Lindheimer, Lindh."
14819,Q75246,Heinrich Rau,German Communist politician (1899–1961),Q5,Heiner Rau
14820,Q7525,Sevastopol,"port city in Crimea, Ukraine",Q43263|Q1549591|Q12131624,"Sebastopol, Aqyar, Sevastopil, Sevastopol', Sewastupolis, Sewastúpolis"
14821,Q75261,Werner Abrolat,German actor (1924-1997),Q5,
